V1,V2
fli mcogtcmh bc cldnt reach swa rerout swa cancel flightlat voucher wld help,0
worst airlin congrat,0
dm follow thank,1
now pilot time getmeoutofher,0
thank send kid destinationdragon concert vega awesom httptcogbeasz,1
rate southwest s scale,0
tri fli back orlando bwi websit crash one answer phone help,0
yes just minut tweet abl reschedul flight thank,1
pleas help us check never expect make travel pain just like rest suddenintlcheckin,0
fli precipit plane work rd airlin better charm tomorrow,0
went front restroom plane sink sign said water use hand sanit first time ever seen gross,0
wifi plane gotta pay help broke homegirl,0
yep two hour thirti minut,0
hey add intl number error check go hrs look way checkin cancun,0
final hung hour abl get flight need stuckintampa,0
wife need help strand chicago get monday find bag volum high,0
hold two hour final hung abl need without custom servic eventu,0
airport wait hour bag one know shit mgmt know noth mad custom,0
gonna cancel flight flight run flight exact time cmon fam,0
thank ah still wish someon pick phone hrs dead phone take tweet refund confirm,0
cancel flight flight caval calv interf onboard equip,0
gate attend mccarran c vega dalla went beyond long day frustrat welcom,1
pleas refund ticket terribl experi southwestfail,0
three cheer denver staff know get keep us smile httptcorxzmyy,1
conf qmfd final got amp told flight complet book better info advis call,0
lost bag flight vega now el paso go dalla love gate attend said see can coordin get love,0
break heart bwi hrs,0
offici custom support game will hr hold loser oh yeah,0
also gave hr minut hold mayb put peopl,0
hrs w bag return us flight cancel flightl mayb put coupl peopl,0
switch airlin eat differ insubstanti cancel flight plan sat amp sun,0
great blackhistorymonth commerci thx atl singer musician life blacklivesmatt,1
well sure can bad experi alreadi,0
way get back plane airlin call get refund drive hrs home,0
ah dm repli hold now hrs just spent k get unit flight tmrw get home lame,0
replac beer bravo cheer,1
reserv fehqn feb dcarsw want refund credit cancel flightl flight pleas,0
okay understand delay one way way cmon annoy flight,0
hope can apart team job open,1
yes hung call differ number,0
flight four hour plane ground bwi,0
hi flight confirm fwwef current stuck norfolk va tri get lga nyc ant updat thx,0
worst custom servic ever cancel flightl connect flight ny hour ago amp tell now stuck tampa,0
ur flight still cancel flight nashvill tn today tomorrow dalla tx wait phone ur offic min,0
cancel flightl flight ewr flt u also cancel flightl flight lga yet fli time wth,0
liter worst,0
reschedul flight onlin,0
chang hold music go hour loos,0
pleas pleas pleas answer phone,0
anyon come work today u pilot flight attend answer phone one fli,0
hold us hostag hour updat take us ny go,0
alway brag ur servic disappoint today appar sleep floor dalla airport tonight,0
ball drop snowboard make destin totalfail letdown,0
fail divert stuck communic make decis let us go flight,0
sent dm continu wait hold rep servic,0
made head denver employe realli pleasant just told someon applic ask thank,1
just call cancel flight flight alreadi rebook anoth card just need cancel flight previous reserv,0
can pleas dm can speak regard receipt can email presidenti level complaint,0
ind websit say contact airlin flight tomorrow atl hold hour can give info,0
rerout snowi bwi tri figur get now deal baggag troubl,0
offici hold hour,0
let dm fszyo,0
flight phl fll cancel flight flight avail done sw pain deal,0
rebook mdw drink coupon help,0
book mos earli paid earli check assign board hrs earli delet error lasbuf,0
flight phl fll cancel flight flight avail done sw,0
add list hold hour,0
flight kc cancel flight next avail till tuesday suppos night,0
absolut worst custom servic tri reach phone,0
hold min anyon hv connect sw anoth airlin get chi n columbus ewr,0
come hrs still spoken rep,0
son flight cancel flightl today hold hour avail can help rebook,0
flight atl lga cancel flightl suggest get home,0
flight omagtden actual cancel flightl hold hour websit say conflict messag,0
hi just got messag part flight cancel flightl rebook onlin nobodi answer phone call help,0
sev ppl im offic receiv apolog k ff mile delay apolog select ppl got noth,0
yes total hour hold cancel flightlat one think staff decid cx drive,0
think hr wait time speak actual agent ridicul flight cancel flightl morn getyourlif,0
wound vet stuck hv troubl agent help hold answer twitter pls respond,0
manchesterbwi delay one idiot plane wait hour window may miss,0
hv wound vet stuck chi travel ny heal need fli ny late flightst catch intl flt help,0
just wanna say incred send peopl see idol sooooo kind amaz destinationdragon,1
flight cancel flightl today now hold hour,0
realli get wors day goe late flight leav divert now sit tarmac va,0
bring back agent call back featur ever discontinu,0
thank left ipad plane fill lost found form yall found ship back thank flysw,1
particular reason minut count speak human,0
stand las vega flight say time rep tell us flight denver cancel flightl help,0
estim hold onlin end hour forti minut now need rebook,0
sit baltimor finish taxi approv takeoff oop enough fuel fail minflight beenhour,0
sent way thank help,1
wait bag longer actual flight,0
sure look like make birthday celebr,0
heck bag chicago hour,0
told call cust servic monday,0
ticket line las vega unorgan mass crazi half ticket station unman,0
fl cancel flightl dalla austin one answer need help,0
hold min tri rebook flight cancel flightl help,0
y just cancel flightl flight rebook st cancel flightl help need nyc schedul flight tomorrow,0
wife tri get group client destin just got disconnect after hour hold help,0
confus receiv trip around corner email alreadi cancel flightl flight,0
y fast alreadi winner congrat,1
left comput plane two week late flightr found sent greatservic happi custom,1
place hold total two hour today flight cancel flightl onlin option avail,0
hold last hour progress pleasehelp strand whenitsnowsitpour tgcyalat flightr,0
awesom librari,1
answer right away new res rebook peopl suppos leav today worst custom servic,0
horribl flight,0
lax almost mess reason express bag drop slower full servic line httptcooryeegek,0
rebook line keep tell reserv number past date morn hold hrs,0
hold minut can fli answer phone,0
thank much just make cancel flightlat sent u info,1
fli back omaha grandmoth funer cancel flight return flight dont bother notifi thank lot,0
just cancel flightl flight home better get privat jet someth need get home now,0
sinc becom ok passeng save row seat peopl late flightr board posit rude,0
can provid direct assist colleagu rebook bc ticket book via corpor account help,0
flight just cancel flight can help rebook,0
go file formal complaint never happen pleas direct us right depart,0
tri chang ticket travel monday chang onlin anyway faster wait hold anhour,0
prompt consum prompt custom servic instead custom hold hrs,0
let chang reserv onlin now just wast time httptcomhaxxa,0
hire custom servic agent hour half long hold,0
dm sent thank help,1
hold hour now can expect custom servic disappoint,0
upset lie told ice runway everi carrier abl fli airport confirm ice,0
luv swa employe use alway,1
call,0
husband respond insist remov seat btw sign english spanish,0
agent werenot help told pay chng even though tld go bwi whch part trvl advsri,0
accord flight attend husband talk english fact understand talk,0
bad enough seat assign seat exit seat male flight attend remov,0
husband first time flyer worst experi board aircraft just minut ago,0
thx manag figur tri diff confirm s book just annoy readili avail,0
nd leg trip cancel flightl hold hrs lose speak someon first flight leav,0
hold almost hour luv y imjustsay httptcotfyybhjhl,0
love guy even comcast better phone help system simpl callback system fix problem,0
realli gonna hear mouth bag situat,0
guy need better communic custom rude unprofession,0
wrote custom support monday re cancel flight flight heard back idea thank,0
receiv error onlin hold hour complet unaccept,0
best case point happybirthday,1
